ranked_id	hap	fit	model
H467	00111100100000001010	0.7057542630061069	nk
H468	10110100100101110111	0.7055988566821212	nk
H469	00110001100000100100	0.7054687873157495	nk
H470	01110001100001111010	0.7053250770256841	nk
H471	00101001000000011001	0.705181050496712	nk
H472	10110010101101110101	0.7050312704994093	nk
H473	10010010110001011100	0.7048999658345642	nk
H474	00111100100100001101	0.70476592655312	nk
H475	00111011001011001100	0.704626353218989	nk
H476	01000001110000010001	0.7044898603003126	nk
H477	10110100000111101100	0.7043393714685475	nk
H478	11010100001100000100	0.7041913457826572	nk
H479	11010001011111011101	0.7040328242302301	nk
H480	01111000101011100001	0.7039020287928206	nk
H481	00010100100000111000	0.7037641241045145	nk
H482	01010001001101111101	0.7036380331966975	nk
H483	00111001001110001001	0.7035085341370663	nk
H484	10110000001010011001	0.7033691593629816	nk
H485	10010010000011010101	0.7032050901946907	nk
H486	10111001111001101101	0.703070063236672	nk
H487	00111000000101010011	0.7029134751968601	nk
H488	01110010101011011100	0.7027622234311862	nk
H489	00111000100010000101	0.7026025762858594	nk
H490	10011001100100010101	0.7024590871509697	nk
H491	01110010101101111001	0.7023336200413675	nk
H492	01010001101101111100	0.7021823889132593	nk
H493	10010100100101010111	0.7020327239518479	nk
H494	00110001100111111011	0.7018881802067047	nk
H495	00010001111101010100	0.7017284471572393	nk
H496	00100000010101010100	0.7015899872783701	nk
H497	00010000010101111101	0.7014374112849182	nk
H498	00010100000010010100	0.70131612048563	nk
H499	11010001000001111100	0.7011836521915575	nk
H500	01111101100001101010	0.701054997964813	nk
H501	10111000101000001001	0.7009113610372565	nk
H502	11010001001001101100	0.7007551234290175	nk
H503	11110001011101100100	0.7006470377540939	nk
H504	11110100001010011101	0.7005138432897534	nk
H505	01110011000110010100	0.7003651706057306	nk
H506	00010101100111011010	0.7002332134730794	nk
H507	00011000011001010100	0.7000883823324693	nk
H508	11111001010001000100	0.6999333744987983	nk
H509	00011000001110010100	0.6997987775291271	nk
H510	00111100001101011110	0.6996860451225374	nk
H511	01111011000100011000	0.6995650868719875	nk
H512	11000001100100011100	0.6994183096948711	nk
H513	10110101011101001100	0.6992969216946265	nk
H514	01110100000110001100	0.6991594521234916	nk
H515	10101000100100001101	0.6989998825131735	nk
H516	10110100000111011110	0.6988777254345753	nk
H517	00110000000010101110	0.6987788285001965	nk
H518	01110100001011100101	0.6986412871908457	nk
H519	00111001100010011101	0.698512427818949	nk
H520	00111100001001010111	0.6983841112342585	nk
H521	11100001100000001100	0.6982631215656238	nk
H522	11010101101011010111	0.6981241309678112	nk
H523	01110100010101001001	0.6980013467646993	nk
H524	01111100010001011001	0.6978649830694114	nk
H525	01001000100000011000	0.6977538693283676	nk
H526	00011100001101111011	0.6976053475796961	nk
H527	10100001010000011101	0.6974616290188511	nk
H528	10100000010101101101	0.6973423451584577	nk
H529	00010101101100011001	0.6972019615642842	nk
H530	00110000101010010101	0.6970801923343062	nk
H531	11000000100100000100	0.6969743841777439	nk
H532	01111101000001111110	0.696839705362962	nk
H533	01010101000001001011	0.6967082207812272	nk
H534	01110100001100000101	0.6965761483402954	nk
H535	10111101001001001000	0.6964591892013704	nk
H536	10011000111110011100	0.6963304637814617	nk
H537	00001000001100011001	0.696200502351951	nk
H538	01011100100001000110	0.6960661968896128	nk
H539	00110100001100000100	0.6959337468079355	nk
H540	10101000011011011100	0.6958010955232639	nk
H541	11011000101011110100	0.6956567926902553	nk
H542	01110100101011001010	0.695525923626719	nk
H543	01110001101111110100	0.6953964091734667	nk
H544	00000001101101001000	0.6952888136302517	nk
H545	11000000100000000100	0.6951579000947411	nk
H546	00010001101010010001	0.6950386112970234	nk
H547	10111010111001011101	0.6949080545556929	nk
H548	00110100011001011011	0.6947603371711712	nk
H549	11010000101000001000	0.6946446067622886	nk
H550	10110100100011110110	0.6945127302558265	nk
H551	01011001001011001001	0.6943738581270076	nk
H552	01111001100010001000	0.6942513097968837	nk
H553	00010110101011011001	0.6941349960202028	nk
H554	10111011000101010101	0.6940035699566316	nk
H555	11010110101001000100	0.693879852969431	nk
H556	01110001100001001111	0.6937368860415518	nk
H557	01110101110001010001	0.6936271821009113	nk
H558	01010000001111110100	0.6935146617245479	nk
H559	01010011000010010100	0.6933751367854228	nk
H560	10110000000100000000	0.6932624951714097	nk
H561	10001000010000011100	0.6931271739863272	nk
H562	00111001001101111111	0.6929883224187974	nk
H563	00011100010101011000	0.6928616445176202	nk
H564	00110001101101001010	0.6927266629398217	nk
H565	01110010000111110000	0.6925971812856258	nk
H566	01000000100100000101	0.692484178456174	nk
H567	01111101001001100110	0.6923538910818625	nk
H568	00100001000101101100	0.6922351146875353	nk
H569	00110010100101110101	0.6921210175972239	nk
H570	01110100101101010111	0.6919995319831305	nk
H571	00111001010001111000	0.6918960829884319	nk
H572	00001000101001010001	0.6917928911425417	nk
H573	11010000101001110001	0.6916772115172279	nk
H574	10010101101111011110	0.691545132546993	nk
H575	01010100001100010001	0.6914153694700231	nk
H576	01110011000101100000	0.6913022692578058	nk
H577	00100101000001011101	0.6911656595158361	nk
H578	01110100001111100010	0.6910533778531524	nk
H579	01000000010111011000	0.6909278435030168	nk
H580	01111100101001001010	0.690816146918218	nk
H581	10100001011101101100	0.6906840182319253	nk
H582	10110010100001011000	0.6905538335330703	nk
H583	01110001001000100101	0.6904370370738022	nk
H584	00110010100001110101	0.6903045335142209	nk
H585	00011001101100010101	0.6901820044524499	nk
H586	01010000000111100101	0.69008071695081	nk
H587	11011011000101011101	0.6899617429220919	nk
H588	01100000000110011100	0.6898433956056625	nk
H589	11101000101000001100	0.6897270843560374	nk
H590	00111100101011101000	0.6896062739914833	nk
H591	01111011101001000001	0.6894982744192629	nk
H592	11110000100110110100	0.6893826679004117	nk
H593	00111010001000010100	0.6892700949491092	nk
H594	00010000101011011111	0.6891587782563183	nk
H595	00111111000001011000	0.6890553099231419	nk
H596	00110100001101110001	0.6889442725544188	nk
H597	00010100001011010010	0.6888085133180867	nk
H598	10100001101001101100	0.6886904020991479	nk
H599	10110100001110001110	0.6885540859367436	nk
H600	10111101000011001111	0.6884411162960892	nk
H601	10011000001101101111	0.6883166474982884	nk
H602	00100000011110011100	0.6882021076356091	nk
H603	01110011100101111001	0.6880820713502058	nk
H604	00110011101101101100	0.6879743822502585	nk
H605	00100000110101111000	0.68783720548062	nk
H606	01110001010101100100	0.6877367848519085	nk
H607	01011001101010011000	0.6876075034413414	nk
