ranked_id	hap	fit	model
H433	0010001110	0.4688441975529085	NK
H434	0010110011	0.46869939991505816	NK
H435	0011111001	0.4684571278625852	NK
H436	0100010001	0.46785407123236034	NK
H437	0000101001	0.46772902045446413	NK
H438	0010001111	0.4676013415893377	NK
H439	0011110000	0.4670233842414067	NK
H440	0100100010	0.46672883450795166	NK
H441	0000111000	0.466591802137585	NK
H442	0010011110	0.4664641232724586	NK
H443	1001110010	0.46633866385677186	NK
H444	1000000100	0.4659617264610041	NK
H445	0011110001	0.46578052827783595	NK
H446	0110100100	0.4655983657399924	NK
H447	0100100011	0.4654859785443806	NK
H448	0000111001	0.46534894617401423	NK
H449	1111001001	0.4653442770490026	NK
H450	0010011111	0.4652212673088878	NK
H451	0111000010	0.4651918826392869	NK
H452	1001000011	0.4647468266221061	NK
H453	0110100101	0.4643555097764216	NK
H454	0111000011	0.4639490266757161	NK
H455	0000110000	0.46391520255283575	NK
H456	0010010110	0.4637875236877093	NK
H457	1100100101	0.46291482425571084	NK
H458	0000110001	0.4626723465892649	NK
H459	0010010111	0.4625446677241385	NK
H460	1111101001	0.46057037231634307	NK
H461	0111100010	0.4604179779066274	NK
H462	0111100011	0.4591751219430566	NK
H463	0010101100	0.4574493763247333	NK
H464	1110101101	0.4564817368737268	NK
H465	0010101101	0.45620652036116255	NK
H466	1001111110	0.4554403211404052	NK
H467	0010111100	0.4550693020442834	NK
H468	1111000000	0.4547533161160372	NK
H469	1110111101	0.4541016625932769	NK
H470	0010111101	0.45382644608071265	NK
H471	1001110110	0.4527637215556559	NK
H472	0010110100	0.45239270245953417	NK
H473	0011101010	0.4522689884913686	NK
H474	1110110101	0.45142506300852736	NK
H475	1001000111	0.4511718843209902	NK
H476	0010110101	0.45114984649596335	NK
H477	0011101011	0.4510261325277978	NK
H478	1111100000	0.44997941138337766	NK
H479	1010001110	0.4491366077536772	NK
H480	1101001001	0.448925192397867	NK
H481	0101000010	0.44877279798815134	NK
H482	0101000011	0.4475299420245805	NK
H483	1010011110	0.4467565334732273	NK
H484	1110100100	0.4458907759407611	NK
H485	0101000100	0.444466878963017	NK
H486	1101101001	0.44415128766520723	NK
H487	1010010110	0.444079933888478	NK
H488	0101100010	0.4439988932554916	NK
H489	0101000101	0.4432240229994459	NK
H490	0101100011	0.44275603729192076	NK
H491	1011101000	0.44183042196811884	NK
H492	0101100100	0.43969297423035725	NK
H493	0101100101	0.4384501182667864	NK
H494	1101000000	0.4383342314649016	NK
H495	0111001100	0.43803379158103267	NK
H496	1110101011	0.43792503122508875	NK
H497	1010101100	0.43774178652550205	NK
H498	1111011001	0.4373999900400761	NK
H499	0111001101	0.43679093561746185	NK
H500	1110111011	0.43554495694463885	NK
H501	1010111100	0.43536171224505216	NK
H502	1101001101	0.4353502500967511	NK
H503	0010000000	0.4348461068030407	NK
H504	1110001000	0.43475883684530203	NK
H505	1111010001	0.43472339045532654	NK
H506	0010000001	0.43360325083946966	NK
H507	1101100000	0.4335603267322418	NK
H508	0111101100	0.4332598868483732	NK
H509	1110110011	0.4328683573598896	NK
H510	1010110100	0.43268511266030285	NK
H511	1111111001	0.43262608530741636	NK
H512	1110011000	0.43237876256485214	NK
H513	0111101101	0.43201703088480237	NK
H514	0000001110	0.4306854962773616	NK
H515	1101101101	0.4305763453640916	NK
H516	1111110001	0.42994948572266706	NK
H517	1110010000	0.42970216298010283	NK
H518	0000001111	0.42944264031379054	NK
H519	0000011110	0.4283054219969117	NK
H520	1110100010	0.42733407029212334	NK
H521	0000011111	0.42706256603334064	NK
H522	0000010110	0.42562882241216216	NK
H523	1101000100	0.4247592891637857	NK
H524	1000001010	0.42455284877924593	NK
H525	0100001100	0.42447239969228184	NK
H526	0000010111	0.42438596644859133	NK
H527	0011111010	0.4243247014824416	NK
H528	0100001101	0.423229543728711	NK
H529	0011111011	0.4230818455188708	NK
H530	1000011010	0.42217277449879603	NK
H531	0100011100	0.42209232541183195	NK
H532	0011110010	0.4216481018976923	NK
H533	1100101011	0.4215059465739529	NK
H534	1101011001	0.42098090538894	NK
H535	0100011101	0.4208494694482611	NK
H536	0011110011	0.4204052459341215	NK
H537	1101100100	0.41998538443112615	NK
H538	1111001011	0.41996899470528815	NK
H539	1000010010	0.4194961749140467	NK
H540	0100010100	0.41941572582708264	NK
H541	0000101100	0.41929067504918643	NK
H542	1010101010	0.419185080876864	NK
H543	1100111011	0.419125872293503	NK
H544	1100001000	0.4183397521941662	NK
H545	1111001100	0.41832620178180113	NK
H546	1101010001	0.4183043058041907	NK
H547	0100010101	0.4181728698635116	NK
H548	0000101101	0.4180478190856156	NK
H549	0100100110	0.4170476331391029	NK
H550	0000111100	0.41691060076873654	NK
H551	1010111010	0.4168050065964141	NK
H552	1100110011	0.4164492727087535	NK
H553	1101111001	0.4162070006562805	NK
H554	1100011000	0.4159596779137163	NK
H555	0100100111	0.4158047771755321	NK
H556	0000111101	0.4156677448051657	NK
H557	1111101011	0.41519508997262866	NK
H558	0000110100	0.41423400118398723	NK
H559	1010110010	0.4141284070116648	NK
H560	1011111000	0.41388613495919185	NK
H561	1111101100	0.4135522970491416	NK
H562	1101110001	0.4135304010715312	NK
H563	1100010000	0.413283078328967	NK
H564	1000101000	0.413158027551071	NK
H565	0000110101	0.4129911452204162	NK
H566	1011110000	0.41120953537444255	NK
H567	1000001110	0.41097790647813004	NK
H568	1100100010	0.4109149856409872	NK
H569	1000111000	0.4107779532706211	NK
H570	0110101110	0.4106145457571186	NK
H571	0111011100	0.4100895045721057	NK
H572	1011000001	0.40961769813977683	NK
H573	1111000010	0.40937803377232274	NK
H574	0110101111	0.40937168979354754	NK
H575	0111011101	0.40884664860853487	NK
H576	1000011110	0.40859783219768014	NK
H577	0110111110	0.4082344714766687	NK
H578	1000110000	0.4081013536858718	NK
H579	1100101111	0.407931004272837	NK
H580	0111010100	0.4074129049873564	NK
H581	1101011101	0.4074059630878244	NK
H582	0110111111	0.40699161551309765	NK
H583	0111010101	0.4061700490237856	NK
H584	1000010110	0.40592123261293084	NK
H585	0110110110	0.40555787189191916	NK
H586	1100111111	0.4055509299923871	NK
H587	0111111100	0.4053155998394464	NK
H588	1100001100	0.4047648098930503	NK
H589	1101010101	0.4047293635030751	NK
H590	1111100010	0.40460412903966325	NK
H591	0110110111	0.40431501592834834	NK
H592	0111111101	0.40407274387587566	NK
H593	1101001011	0.4035499100541526	NK
H594	1100110111	0.4028743304076378	NK
H595	0111110100	0.4026390002546972	NK
H596	1101111101	0.40263205835516463	NK
H597	1100011100	0.4023847356126004	NK
H598	0111110101	0.4013961442911261	NK
H599	1101110101	0.39995545877041533	NK
H600	1100010100	0.3997081360278511	NK
H601	1000101100	0.3995830852499551	NK
H602	0101000110	0.39909159661930255	NK
H603	1101101011	0.3987760053214928	NK
H604	0101000111	0.3978487406557315	NK
H605	1100100110	0.3973400433398716	NK
H606	1000111100	0.3972030109695052	NK
H607	1011101010	0.39645513962440443	NK
H608	1000110100	0.3945264113847559	NK
H609	0101100110	0.3943176918866428	NK
H610	0001000000	0.3938297127651085	NK
H611	0101100111	0.39307483592307196	NK
H612	1101000010	0.3929589491211871	NK
H613	0111001110	0.3926585092373185	NK
H614	0001000001	0.3925868568015377	NK
H615	1111011011	0.39202470769636166	NK
H616	0111001111	0.39141565327374744	NK
H617	1110101110	0.39090695595788727	NK
H618	1111011100	0.39038191477287437	NK
H619	1101001111	0.38997496775303664	NK
H620	1010001001	0.38962321886904194	NK
H621	1111010011	0.3893481081116124	NK
H622	1110111110	0.3885268816774374	NK
H623	1101100010	0.3881850443885274	NK
H624	0111101110	0.3878846045046587	NK
H625	1111010100	0.38770531518812507	NK
H626	1111111011	0.3872508029637022	NK
H627	1010011001	0.38724314458859205	NK
H628	0111101111	0.38664174854108796	NK
H629	1110110110	0.3858502820926881	NK
H630	1111111100	0.3856080100402149	NK
H631	1101101111	0.38520106302037715	NK
H632	1111110011	0.3845742033789529	NK
H633	1010010001	0.3845665450038425	NK
H634	1111110100	0.3829314104554656	NK
H635	0011000100	0.3823072126718069	NK
H636	0011000101	0.38106435670823613	NK
H637	0010001010	0.3798622868201666	NK
H638	1101000110	0.37938400682007123	NK
H639	1010000000	0.37903225793607653	NK
H640	0010001011	0.37861943085659583	NK
H641	0010011010	0.37748221253971675	NK
H642	0110100000	0.3766164550072508	NK
H643	0010011011	0.37623935657614593	NK
H644	1101011011	0.3756056230452256	NK
H645	0110100001	0.37537359904368	NK
H646	0010010010	0.37480561295496745	NK
H647	1101100110	0.37461010208741174	NK
H648	0000001000	0.37383523349437336	NK
H649	0010010011	0.3735627569913966	NK
H650	1011001101	0.37319058380554104	NK
H651	1111001110	0.37295091943808667	NK
H652	1101010011	0.3729290234604763	NK
H653	0000001001	0.37259237753080254	NK
H654	0000011000	0.37145515921392347	NK
H655	1101111011	0.37083171831256606	NK
H656	0000011001	0.37021230325035265	NK
H657	0000010000	0.36877855962917416	NK
H658	1011111010	0.36851085261547745	NK
H659	0010101000	0.36846746559199145	NK
H660	1111101110	0.3681770147054272	NK
H661	1101110011	0.36815511872781675	NK
H662	0000010001	0.36753570366560334	NK
H663	0010101001	0.36722460962842063	NK
H664	0010111000	0.36608739131154155	NK
H665	1011110010	0.36583425303072814	NK
H666	0010111001	0.36484453534797073	NK
H667	0111011110	0.3647142222283915	NK
H668	1011000011	0.3642424157960624	NK
H669	0111011111	0.36347136626482074	NK
H670	0010110000	0.36341079172679225	NK
H671	1011000100	0.36259962287257563	NK
H672	0010001100	0.3623127334010718	NK
H673	0010110001	0.3621679357632215	NK
H674	0111010110	0.3620376226436422	NK
H675	1101011111	0.36203068074410993	NK
H676	0010001101	0.36106987743750096	NK
H677	0111010111	0.36079476668007143	NK
H678	0100100000	0.36019737035611493	NK
H679	0111111110	0.359940317495732	NK
H680	0010011100	0.3599326591206219	NK
H681	1101010111	0.3593540811593606	NK
H682	0100100001	0.35895451439254417	NK
H683	0111111111	0.3586974615321612	NK
H684	0010011101	0.35868980315705107	NK
H685	0111110110	0.3572637179109827	NK
H686	1101111111	0.3572567760114502	NK
H687	0010010100	0.3572560595358726	NK
H688	0111110111	0.35602086194741167	NK
H689	0010010101	0.35601320357230176	NK
H690	1101110111	0.35458017642670087	NK
H691	0111001000	0.3490518808482908	NK
H692	1001001001	0.3486068248311098	NK
H693	0001000010	0.34845443042139435	NK
H694	0111001001	0.34780902488472	NK
H695	0001000011	0.3472115744578235	NK
H696	1011011101	0.3452462967966143	NK
H697	1111011110	0.34500663242915997	NK
H698	0111101000	0.3442779761156313	NK
H699	0001000100	0.34414851139626	NK
H700	0111101001	0.3430351201520602	NK
H701	0001000101	0.3429056554326889	NK
