ranked_id	hap	fit	model	N_max	r/s
H082	11100010100101011101	0.7505230717472237	nk	12	1.5044689594517826
H083	00010010100101111000	0.7499839103169351	nk	12	1.5044689594517826
H084	01000000000111011101	0.7494057597700696	nk	12	1.5044689594517826
H085	01010011010101011111	0.7489333113043353	nk	12	1.5044689594517826
H086	10010000100101110101	0.7484207745451661	nk	12	1.5044689594517826
H087	01010101100000011001	0.7478651857369095	nk	12	1.5044689594517826
H088	11010110100000000001	0.7473577652655964	nk	12	1.5044689594517826
H089	01000000101001111101	0.7469155885082185	nk	12	1.5044689594517826
H090	11010100100001110000	0.7464573041640731	nk	12	1.5044689594517826
H091	00011001100101111000	0.7459778049903526	nk	12	1.5044689594517826
H092	10111001110101111001	0.7454535990928296	nk	12	1.5044689594517826
