Generation	String	Fitness	Landscape	Algorithm
14	1110100001111111111101100110111001010000000001110110011101111110101111000010011011001111100100010001	54	Additive	novelty
14	1110100001111111111101100110111101010000000001110110011101111110101111000010011011001111100100110001	52	Additive	novelty
14	1110100001111111110101100110111001010000000001110110011101111110101111000010011011001111100100110001	52	Additive	novelty
14	1111100001111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	52	Additive	novelty
14	1110000001111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	54	Additive	novelty
14	1110000001111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	54	Additive	novelty
14	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
15	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110011	51	Additive	novelty
15	1110100001111111111101100110111001010000000001110110011101111110001111000011011011001111100100110001	53	Additive	novelty
15	1110100001111111111101100110111001010000000001110110011101111110101111000011011011101111100100110001	51	Additive	novelty
15	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100111001	51	Additive	novelty
15	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110101	51	Additive	novelty
15	1110100001111111101101100110111001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
15	1110100001111111111101100110111001010000000001111110011101111110101111000011011011001111100100110001	51	Additive	novelty
15	1110100001111111111101000110111001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
15	1110100001111111111001100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
15	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
16	1110000001111111111101100110111001010000000001110110011101111110101111000011011001001111100100110001	54	Additive	novelty
16	1110000001111111111101100110111001010000000001110110011101011110101111000011011011001111100100110001	54	Additive	novelty
16	1110000001111111111101100110111011010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
16	1110000001111111111101100110111001010000000001110110011101111110101111000011011011101111100100110001	52	Additive	novelty
16	1110000001111111111100100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
16	1110000001111111111101100110111001010000000001110110010101111110101111000011011011001111100100110001	54	Additive	novelty
16	1110000001111111111101100110111001010000000001100110011101111110101111000011011011001111100100110001	54	Additive	novelty
16	1110000001111111111101110110111001010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
16	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100010001	54	Additive	novelty
16	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
17	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100000110001	53	Additive	novelty
17	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111101100110001	51	Additive	novelty
17	1110100001111111111101100110111001010000000001110110011101101110101111000011011011001111100100110001	51	Additive	novelty
17	1110110001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
17	1110100001111111111101100110111001010000000001110110011101111110101111000011011011101111100100110001	51	Additive	novelty
17	1110100001111111111101100110110001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
17	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100101110001	53	Additive	novelty
17	1110100001111111011101100110111001010000000001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
17	1110100001111110111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
17	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
18	1110000001111111111101100110111001010000010001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
18	1110000011111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
18	1110000001111111111101100110111001010000000001100110011101111110101111000011011011001111100100110001	54	Additive	novelty
18	1110000001111111111101100110111001010000000001110110011101111110101101000011011011001111100100110001	54	Additive	novelty
18	1111000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
18	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100101110001	54	Additive	novelty
18	1110000001111111111101100110111001010000000001110110001101111110101111000011011011001111100100110001	54	Additive	novelty
18	1110000101111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
18	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001011100100110001	52	Additive	novelty
18	1110000001111111111101100110111001010000000001110111011101111110101111000011011011001111100100110001	54	Additive	novelty
19	1110000001111111111101100110111101010000000001110111011101111110101111000011011011001111100100110001	53	Additive	novelty
19	1110000001111111111101100110111001000000000001110111011101111110101111000011011011001111100100110001	53	Additive	novelty
19	1110000000111111111101100110111001010000000001110111011101111110101111000011011011001111100100110001	53	Additive	novelty
19	1110000001111111111101100110111001010000000001110111011101111110101111100011011011001111100100110001	53	Additive	novelty
19	1110000001111111111111100110111001010000010001110110011101111110101111000011011011001111100100110001	51	Additive	novelty
19	1110000001111111111101100110111001010000010001110110011101111110101111000010011011001111100100110001	53	Additive	novelty
19	1111000001111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	53	Additive	novelty
19	1110000001111111111101100110111001010000000001110110011101111110101111000010011011001111100101110001	55	Additive	novelty
19	1110000101111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	53	Additive	novelty
19	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
20	1110000001111111111101100110111001010000000001110110011101111110101111000011011001001111100100110001	54	Additive	novelty
20	1110000001111111111101100110111001010000000001110110011101111110101111000001011011001111100100110001	52	Additive	novelty
20	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111110100110001	52	Additive	novelty
20	1110000000111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
20	1110000001111111111101100110111001010100000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
20	1110000001111111111101100110111001010000000001110110001101111110101111000011011011001111100100110001	54	Additive	novelty
20	1110000001111111111101100110111001010000000001110110011101111110101111000011011001001111100100110001	54	Additive	novelty
20	1110000001111111111101100110111001010000000001110110011101011110101111000011011011001111100100110001	54	Additive	novelty
20	1110000001111111110101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
20	1110000001111111111101100110111001010000000001110111011101111110101111000011011011001111100100110001	54	Additive	novelty
21	1110000001111111111101100110111001010000000001110111011101111110101111000011011011011111100100110001	53	Additive	novelty
21	1110000001111111111101100110111101010000000001110111011101111110101111000011011011001111100100110001	53	Additive	novelty
21	1110000011111111111101100110111001010000000001110111011101111110101111000011011011001111100100110001	55	Additive	novelty
21	1110000001111111111101100110111001010000100001110111011101111110101111000011011011001111100100110001	53	Additive	novelty
21	1110000001101111111101100110111001010000000001110111011101111110101111000011011011001111100100110001	53	Additive	novelty
21	1110000001101111111101100110111001010000000001110111011101111110101111000011011011001111100100110001	53	Additive	novelty
21	1110000001111111111101100110111001010000000001110111011001111110101111000011011011001111100100110001	55	Additive	novelty
21	1110000001111111111101100110111001010000000001110111011101111110101111000011011011001111100110110001	55	Additive	novelty
21	1110000000111101111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
21	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
22	1110000001111111111101100110111001010000000001100110011101111110101111000011011011001111100100110001	54	Additive	novelty
22	1110000001111111111101100110111001010000000001110110011101111110101111000011011001001111100100110001	54	Additive	novelty
22	1110000001111111111101100110111001010000000001110110011101111110101111000011011001001111100100110001	54	Additive	novelty
22	1110000001111111111101100110110001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
22	1110000101111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
22	1110000001111111111101100110111001010000000001110110011101111110101111001011011011001111100100110001	52	Additive	novelty
22	1110000001111111111101100110111011010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
22	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100010001	54	Additive	novelty
22	1110000001111111111101100110111001010000000001110111011101111110101111000011011011001111100100110001	54	Additive	novelty
22	1110000001111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	54	Additive	novelty
23	1110000001111111111101100110111001010000000001110110011101111110101111000010011011001111100000110001	55	Additive	novelty
23	1110000001111111111101100110111001010000000001110110111101111110101111000010011011001111100100110001	55	Additive	novelty
23	1110000001111111111101100110111001010000000001110110011101111010101111000010011011001111100100110001	55	Additive	novelty
23	1110000001111011111101100110111001010000000001110110011101111110101111000010011011001111100100110001	55	Additive	novelty
23	1110000001111111111101100110111001010000000001110110011101111110100111000010011011001111100100110001	53	Additive	novelty
23	1110000001111111111101100110111001010000000001100110011101111110101111000010011011001111100100110001	55	Additive	novelty
23	1110000001111111111101100110111001010000000001110110011101111110101111010010011011001111100100110001	53	Additive	novelty
23	1110000001111111111101100110111001010000000001100110011101111110101111000010011011001111100100110001	55	Additive	novelty
23	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
23	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	53	Additive	novelty
24	1110000001111111111101100110111001010000000001111110011101111110101111000011011011001111100100110001	52	Additive	novelty
24	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100111001	52	Additive	novelty
24	1110000001111111111101100110111001010000000001110110011101101110101111000011011011001111100100110001	52	Additive	novelty
24	1110000001111111111101100110111001010000100001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
24	1110000001111111111101100110111001010000000001110110011101111110101110000011011011001111100100110001	52	Additive	novelty
24	1110000001111111111101100110111001010000000001110110011101111110101111000011011011001111100100010001	54	Additive	novelty
24	1110000001110111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
24	1110000001111101111101100110111001010000000001110110011101111110101111000011011011001111100100110001	54	Additive	novelty
24	1110000001111111111101100110111001010000000001110110011101111110101111000010011011001111100100110001	54	Additive	novelty
24	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111100100110001	52	Additive	novelty
25	1110100001111111111101100110111001010000000000110110011101111110101111000011011011001111100100110001	53	Additive	novelty
25	1110100001111111111101100110111001010000000001110110011101111110101111000011011011001111000100110001	53	Additive	novelty
25	1110100001111111111101100110111001010000000001110110011101111110101011000011011011001111100100110001	53	Additive	novelty
