Generation	String	Fitness	Landscape	Algorithm
6	1110000001111111111101100010111001010000100101110110001101111110101111000010011111001110100100110001	64	Exponential	objective
7	1111000001111111111101100110111001000000100101110110001101111110101111000010011111001110100100110001	65	Exponential	objective
7	1111000001111111111101100110111001010000100101110110001101111110101111000010011111001110100100110011	65	Exponential	objective
7	1111000001111111111101100110111001010000100101110110001101111110101111000010010111001110100100110001	65	Exponential	objective
7	1110000001111111111101100010111001011000100101110110001101111110101111000010011111001110100100110001	65	Exponential	objective
7	1110000001111111111101100010111001010000100101110110001101111110101111000010010111001110100100110001	65	Exponential	objective
7	1110000001111111111101100010111001010000100101110110001101111110101111000010011111001010100100110001	65	Exponential	objective
7	1110000001111111111101100010111001010000100101110110001101111110101111000010011111001110100100100001	65	Exponential	objective
7	1110010001111111111101100010111001010000100101110110001101111110101111000010011111001110100100110001	65	Exponential	objective
7	1110000001111111111101100010111001010000100101110110001101111110101110000010011111001110100100110001	65	Exponential	objective
7	1110000001111111111101100010111001010000100101110110001101111110101111000010011101001110100100110001	65	Exponential	objective
8	1110000001111111111101100000111001010000100101110110001101111110101110000010011111001110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001010000100100110110001101111110101110000010011111001110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001010000100101110110001001111110101110000010011111001110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001010000100101110110001101111110101110000010011111011110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001010000100101110110000101111110101110000010011111001110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001010000100101110110001101111110101111000010011101011110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001010000100101110110000101111110101111000010011101001110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001011000100101110110001101111110101111000010011101001110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001010000100101110110001101111110101110000010011101001110100100110001	66	Exponential	objective
8	1110000001111111111101100010111001010000100101110010001101111110101111000010011101001110100100110001	66	Exponential	objective
9	1110000001111111111101100010111001010000100101110110000111111110101111000010011101001110100100110001	67	Exponential	objective
9	1110000001111111111111100010111001010000100101110110000101111110101111000010011101001110100100110001	67	Exponential	objective
9	1110000001111111111101100010111001011000100101110110001101111110101101000010011101001110100100110001	67	Exponential	objective
9	1110000001111111111101100010111001011000100101110110000101111110101111000010011101001110100100110001	67	Exponential	objective
9	1110000001111111111101100010111001011000100101110110001101111110101110000010011101001110100100110001	67	Exponential	objective
9	0110000001111111111101100010111001010000100101110110001101111110101110000010011101001110100100110001	67	Exponential	objective
9	1110000001111111111101100010111001011000100101110010001101111110101111000010011101001110100100110001	67	Exponential	objective
9	1110000001111111111101100011111001010000100101110010001101111110101111000010011101001110100100110001	67	Exponential	objective
9	1110000001111111111101101010111001010000100101110010001101111110101111000010011101001110100100110001	67	Exponential	objective
9	1110000001111111111101100010111001011000100101110010001101111110101111000010011101001110100100110001	67	Exponential	objective
10	1110000001111111111101100010111001011000100101110010001101111110101111000010011101001010100100110001	68	Exponential	objective
10	1110000001111111111101100011111001010000100101110010001101111110101111000010011101001110100100110011	68	Exponential	objective
10	1110000001111011111101100011111001010000100101110010001101111110101111000010011101001110100100110001	68	Exponential	objective
10	1110000001111111111111100011111001010000100101110010001101111110101111000010011101001110100100110001	68	Exponential	objective
10	1110000001111111111101101010111001010000100101110010001101111110101111000010010101001110100100110001	68	Exponential	objective
10	1110000001111111111101101010111001010000100101110010001111111110101111000010011101001110100100110001	68	Exponential	objective
10	1110000001111111111101101010111001010000100101110010001101111110101011000010011101001110100100110001	68	Exponential	objective
10	1110000001111111111101100010111001011000100101110010001111111110101111000010011101001110100100110001	68	Exponential	objective
10	1110000001111111111101100000111001011000100101110010001101111110101111000010011101001110100100110001	68	Exponential	objective
10	1110010001111111111101100010111001011000100101110010001101111110101111000010011101001110100100110001	68	Exponential	objective
11	1110000001111111111101101010111001010000100101110010001001111110101011000010011101001110100100110001	69	Exponential	objective
11	1010000001111111111101101010111001010000100101110010001101111110101011000010011101001110100100110001	69	Exponential	objective
11	1110000001111111111101101010111001010000100101110010001111111110101011000010011101001110100100110001	69	Exponential	objective
11	1110000001111111111101100010111001011100100101110010001111111110101111000010011101001110100100110001	69	Exponential	objective
11	1110000001111111111101100010101001011000100101110010001111111110101111000010011101001110100100110001	69	Exponential	objective
11	1110000001111111111101100010111001011000100101110010001111111110101111000010011101001010100100110001	69	Exponential	objective
11	0110000001111111111101100010111001011000100101110010001111111110101111000010011101001110100100110001	69	Exponential	objective
11	1110000001111111111101100000111001011000100101110010001001111110101111000010011101001110100100110001	69	Exponential	objective
11	1110000001111111111101100000111001011100100101110010001101111110101111000010011101001110100100110001	69	Exponential	objective
11	1110010001111111111101100010101001011000100101110010001101111110101111000010011101001110100100110001	69	Exponential	objective
12	1110000001111111111101100000111001011000100101110010001001111110101111000010011101011110100100110001	70	Exponential	objective
12	1110000001111111111101100000111001011100100101110010001101111110101111000010011101011110100100110001	70	Exponential	objective
12	1110000001111111111101100000111001011100100101110010001101111110101111100010011101001110100100110001	70	Exponential	objective
12	1110000001111111111101100001111001011100100101110010001101111110101111000010011101001110100100110001	70	Exponential	objective
12	1110000001111111111101100000111001011100100101110010001101111010101111000010011101001110100100110001	70	Exponential	objective
12	1110000001111111111101100000111001011100100101110010001101111110101111000010011101001110100100100001	70	Exponential	objective
12	1110000001111111111101100000111001011100100101110010001101111110101111000010011101001010100100110001	70	Exponential	objective
12	1110010001111111111101100010101001011010100101110010001101111110101111000010011101001110100100110001	70	Exponential	objective
12	1110010001111111111101100010101001011000100101110010001101111110100111000010011101001110100100110001	70	Exponential	objective
12	1110010001111111111101100010101001011000100101110010001101111110101111000010011101001010100100110001	70	Exponential	objective
13	1010010001111111111101100010101001011010100101110010001101111110101111000010011101001110100100110001	71	Exponential	objective
13	1010010001111111111101100010101001011010100101110010001101111110101111000010011101001110100100110001	71	Exponential	objective
13	1110010001111111111101100010101001011010100101110010001101111110101111000010011101011110100100110001	71	Exponential	objective
13	1110010001111111111111100010101001011000100101110010001101111110100111000010011101001110100100110001	71	Exponential	objective
13	1110010001111111111101100010101001011000100101110010001111111110100111000010011101001110100100110001	71	Exponential	objective
13	1110010001111111111101100010101001011000100101110010001101111110100101000010011101001110100100110001	71	Exponential	objective
13	1110010001111111111111100010101001011000100101110010001101111110100111000010011101001110100100110001	71	Exponential	objective
13	1110010001111111111101100010101001011000100101110010001101111010100111000010011101001110100100110001	71	Exponential	objective
13	1110010001111111111101100010101001011000100101110010001001111110101111000010011101001010100100110001	71	Exponential	objective
13	1110010001111111111101100010101001011000100101110010001101111110100111000010011101001010100100110001	71	Exponential	objective
14	1110010001111111111111100010101001011000100101110010001101111110100111000010011101001010100100110001	72	Exponential	objective
14	1010010001111111111111100010101001011000100101110010001101111110100111000010011101001110100100110001	72	Exponential	objective
14	1110010001111111111101100010101001011100100101110010001101111010100111000010011101001110100100110001	72	Exponential	objective
14	1110010001111111111101100010101001011000100101110010001001111010100111000010011101001110100100110001	72	Exponential	objective
14	1110010001111111111101100010101001011000100101110010001001111110100111000010011101001010100100110001	72	Exponential	objective
14	0110010001111111111101100010101001011000100101110010001001111110101111000010011101001010100100110001	72	Exponential	objective
14	1110010001111111111101100010101001011000100101110010001001111010101111000010011101001010100100110001	72	Exponential	objective
14	1110010001111111111101100010101001011000100101110010001001111110100111000010011101001010100100110001	72	Exponential	objective
14	1110010001111111111101100010101001011000100101110011001101111110100111000010011101001010100100110001	72	Exponential	objective
14	1111010001111111111101100010101001011000100101110010001101111110100111000010011101001010100100110001	72	Exponential	objective
15	1110010001111111111101100010101001011000100101110010001001111110100111100010011101001010100100110001	73	Exponential	objective
15	1110010001011111111101100010101001011000100101110010001001111110100111000010011101001010100100110001	73	Exponential	objective
15	1110010001111111111101100010101001011000100101110011001101111110100101000010011101001010100100110001	73	Exponential	objective
15	1110010001111111111101100010101001011010100101110011001101111110100111000010011101001010100100110001	73	Exponential	objective
15	1110010001111011111101100010101001011000100101110011001101111110100111000010011101001010100100110001	73	Exponential	objective
15	1111010001111111111101100010101001011000100101110010001101111110100011000010011101001010100100110001	73	Exponential	objective
15	1111010001111111111101100010101001011100100101110010001101111110100111000010011101001010100100110001	73	Exponential	objective
15	1111010001111111111111100010101001011000100101110010001101111110100111000010011101001010100100110001	73	Exponential	objective
15	1111010001111111111101100010101001011000100101110010000101111110100111000010011101001010100100110001	73	Exponential	objective
15	1111010001111011111101100010101001011000100101110010001101111110100111000010011101001010100100110001	73	Exponential	objective
16	1111010001111111111101100010101001011000100101110010001001111110100011000010011101001010100100110001	74	Exponential	objective
16	1111010001110111111101100010101001011000100101110010001101111110100011000010011101001010100100110001	74	Exponential	objective
16	1111010001111111111101100010101001011100100101110010001101111110100111000010011101001010100100110011	74	Exponential	objective
16	1111010001111111111101100010101001011100100101110010000101111110100111000010011101001010100100110001	74	Exponential	objective
16	1011010001111111111101100010101001011100100101110010001101111110100111000010011101001010100100110001	74	Exponential	objective
16	1111010001111111111111100010101001011000100101110010001101111110100011000010011101001010100100110001	74	Exponential	objective
16	1111010001111111111111100010101001011000100101110010000101111110100111000010011101001010100100110001	74	Exponential	objective
16	1111010001111111111111100010101001011000100101110010001101111110100111000010010101001010100100110001	74	Exponential	objective
16	1111010001111111111101100010101001011000100101110010000101111110100111000010010101001010100100110001	74	Exponential	objective
16	1111010001011011111101100010101001011000100101110010001101111110100111000010011101001010100100110001	74	Exponential	objective
17	1111010001111111111111100011101001011000100101110010000101111110100111000010011101001010100100110001	75	Exponential	objective
17	1011010001111111111111100010101001011000100101110010001101111110100111000010010101001010100100110001	75	Exponential	objective
17	1111010001111111111111100010101001011000100101110010000101111110100111000010010101001010100100110001	75	Exponential	objective
17	1111010001111111111101100010101001011000100101110010000111111110100111000010010101001010100100110001	75	Exponential	objective
17	1111010001111111111101100010101001011000100101110010000101111110100111100010010101001010100100110001	75	Exponential	objective
17	1111010001111111111101100010101001011000100101110010000101111110100101000010010101001010100100110001	75	Exponential	objective
17	1111010001011011111101100010101001011000100101110010001101111110100110000010011101001010100100110001	75	Exponential	objective
17	1111011001011011111101100010101001011000100101110010001101111110100111000010011101001010100100110001	75	Exponential	objective
17	1111010001011011111101100010101001011000100101110011001101111110100111000010011101001010100100110001	75	Exponential	objective
17	1111010001011011111101100010101001011000100101111010001101111110100111000010011101001010100100110001	75	Exponential	objective
18	1111010001011011111101100010101001011000100101110010001101111010100110000010011101001010100100110001	76	Exponential	objective
18	1111011001011011111101100010101001011000100101110010001101111010100111000010011101001010100100110001	76	Exponential	objective
18	0111010001011011111101100010101001011000100101110011001101111110100111000010011101001010100100110001	76	Exponential	objective
18	1111010001011011111101100010101001011000100101110011001101111110100111100010011101001010100100110001	76	Exponential	objective
18	1111010001011011111101100010101001011000100101111011001101111110100111000010011101001010100100110001	76	Exponential	objective
18	1111010001011011111101100010101001011000100100111010001101111110100111000010011101001010100100110001	76	Exponential	objective
18	1111010001011011111101100010101001011100100101111010001101111110100111000010011101001010100100110001	76	Exponential	objective
18	1111010001010011111101100010101001011000100101111010001101111110100111000010011101001010100100110001	76	Exponential	objective
18	1111010001011011111101100010101001011010100101111010001101111110100111000010011101001010100100110001	76	Exponential	objective
18	1111010001011011111101100010101001011100100101111010001101111110100111000010011101001010100100110001	76	Exponential	objective
19	1111010001011011111101101010101001011100100101111010001101111110100111000010011101001010100100110001	77	Exponential	objective
19	1111010001011011111101100010101001011100100101111010001101111110100111100010011101001010100100110001	77	Exponential	objective
19	1111010001010011111101100010101001011100100101111010001101111110100111000010011101001010100100110001	77	Exponential	objective
19	1111010001010011111101100010101001011000100101111010001101111110100111000010011101001010100100100001	77	Exponential	objective
19	1111010001010011111101100010101001011000100101111011001101111110100111000010011101001010100100110001	77	Exponential	objective
19	1111010001010011111101100010101001011000100101111010001101111110100111000010011101011010100100110001	77	Exponential	objective
19	1111010001010011111101100010101001011000100101111010001101111110100111000010010101001010100100110001	77	Exponential	objective
19	1111010001011011111101100010101001011010100101111010001101111110100011000010011101001010100100110001	77	Exponential	objective
19	1111010001011011111101100010101001011010100101111010001101111110100011000010011101001010100100110001	77	Exponential	objective
19	1111010001011011111101100010101001011110100101111010001101111110100111000010011101001010100100110001	77	Exponential	objective
20	1111010001010011111101100010101001011000100101111011001101111110100110000010011101001010100100110001	78	Exponential	objective
20	1111010001010011111101100010101001011000100101111011001101111110100111000010011101001010100100100001	78	Exponential	objective
20	1111010001010011111101100010101001011000100101111010001101111110100011000010011101011010100100110001	78	Exponential	objective
20	1111010001010011111101100010101001011000100101111010000101111110100111000010011101011010100100110001	78	Exponential	objective
20	1111010001010011111101100010101001011000100101111010001111111110100111000010011101011010100100110001	78	Exponential	objective
20	0111010001010011111101100010101001011000100101111010001101111110100111000010010101001010100100110001	78	Exponential	objective
20	1111010001011011111101100010101001011010100101111010001001111110100011000010011101001010100100110001	78	Exponential	objective
20	1111010001011011111101100010101001011010100101111010001101111110100011000010011101001010100100100001	78	Exponential	objective
20	1111010001011011111111100010101001011010100101111010001101111110100011000010011101001010100100110001	78	Exponential	objective
