Generation	String	Fitness	Landscape	Algorithm
14	1110000011101110101101000010101001010000000001111110011100011110101011000010111011001111100100110001	61	Normal	combo
14	1110000011101110101101000010101001010000000001110110011100011110101011000010111011001011100100110001	61	Normal	combo
15	1110000111101110101101000010101001010000000001110110011100011110101011000000111011001111100100110001	62	Normal	combo
15	1110000011101110101101000010101001010000000001110110011100011110101011000000111011001111110100110001	62	Normal	combo
15	1110000011101110101101000010101001010000000001110110001100011110101011000000111011001111100100110001	62	Normal	combo
15	1110000011101110101101000010101001110000000001111110011100011110101011000010111011001111100100110001	62	Normal	combo
15	1110000011101110101101000010101001010000000011111110011100011110101011000010111011001111100100110001	62	Normal	combo
15	1110001011101110101101000010101001010000000001111110011100011110101011000010111011001111100100110001	62	Normal	combo
15	1110000011101110101101000010101001010000000001111100011100011110101011000010111011001111100100110001	62	Normal	combo
15	1110000011101110101101000010101001010000000001110110011100011110101011000010111011001011100000110001	62	Normal	combo
15	1110000011101110101101000010101001010000000001110110011110011110101011000010111011001011100100110001	62	Normal	combo
15	1110000011101110101101000010101001010000000001111110011100011110101011000010111011001011100100110001	62	Normal	combo
16	1110000111101110101101000010101001010000000001110110011110011110101011000010111011001011100100110001	63	Normal	combo
16	1110000011101110101101000010101001011000000001110110011110011110101011000010111011001011100100110001	63	Normal	combo
16	1110000011101110101101000010101001110000000001110110011110011110101011000010111011001011100100110001	63	Normal	combo
16	1110000011101110101101000010101001010000000001110110011110011110101011000010111011001111100100110001	61	Normal	combo
16	1110000011101110101101000010101001010000000001110110011110011010101011000010111011001011100100110001	63	Normal	combo
16	1110000011101110101101000010101001010000000001111110011110011110101011000010111011001011100100110001	63	Normal	combo
16	1110000011101110101101000010101001010000000001111110011100011110101011000010111011001111100100110001	61	Normal	combo
16	1110000011101110101101000010101001010000000001111110011100011110101011000010111011011011100100110001	63	Normal	combo
16	1010000011101110101101000010101001010000000001111110011100011110101011000010111011001011100100110001	63	Normal	combo
16	1110000011101110101101000010101001010000000001111100011100011110101011000010111011001011100100110001	63	Normal	combo
17	1110000011101110101101000010101001010000000001111110011100011110101011000110111011011011100100110001	64	Normal	combo
17	1110000011101110101101000010101001110000000001111110011100011110101011000010111011011011100100110001	64	Normal	combo
17	1010000011101110101101000010101001010000000001111110011100111110101011000010111011001011100100110001	62	Normal	combo
17	1010000011101110101101000010101001010000000001111110011100011110101011000010111011001011101100110001	64	Normal	combo
17	1010000011101110101101000010101001010000000001111110011100111110101011000010111011001011100100110001	62	Normal	combo
17	1010000011101110101101000010101001010000000001111110011100011110101011000010111011001111100100110001	62	Normal	combo
17	1010000011101111101101000010101001010000000001111110011100011110101011000010111011001011100100110001	62	Normal	combo
17	1110000011101110101101000010101011010000000001111100011100011110101011000010111011001011100100110001	64	Normal	combo
17	1110000011101110101101000010101001010000000001111100011100011110101011000000111011001011100100110001	64	Normal	combo
17	1110100011101110101101000010101001010000000001111100011100011110101011000010111011001011100100110001	64	Normal	combo
18	1110000011101110101101000010101001000000000001111100011100011110101011000000111011001011100100110001	65	Normal	combo
18	1110000011101110101101000010101001010000000001111100011100011010101011000000111011001011100100110001	65	Normal	combo
18	1110000011101110101101000010101001010000000001111100011100011110101011000000111001001011100100110001	65	Normal	combo
18	1110000011101110101101000010101001010000000001111100011100011110101011000000110011001011100100110001	65	Normal	combo
18	1110100011101110101101000010101001010000000001111100011100011110101011000010101011001011100100110001	65	Normal	combo
18	1010100011101110101101000010101001010000000001111100011100011110101011000010111011001011100100110001	65	Normal	combo
18	1110100011101110101101000010101001010010000001111100011100011110101011000010111011001011100100110001	65	Normal	combo
18	1110100011101110101101000010101001010000000001111110011100011110101011000010111011001011100100110001	63	Normal	combo
18	1110100011101110101101000010101001010000000001111100011110011110101011000010111011001011100100110001	65	Normal	combo
18	1110100011101110101101000010101001010000000001111100011100011110101011000110111011001011100100110001	65	Normal	combo
19	1110100011101110101101000010101001010000000001111110011100011010101011000010111011001011100100110001	64	Normal	combo
19	1110100011101110101101000010101001000000000001111110011100011110101011000010111011001011100100110001	64	Normal	combo
19	1110100011101100101101000010101001010000000001111100011110011110101011000010111011001011100100110001	66	Normal	combo
19	1110100011101110101101000010101001010000000001111110011110011110101011000010111011001011100100110001	64	Normal	combo
19	1110100011101110001101000010101001010000000001111100011110011110101011000010111011001011100100110001	66	Normal	combo
19	1110100011101110101101000010101001010000000001111100011110011110101011000010111011001011100101110001	66	Normal	combo
19	1110100011101110101111000010101001010000000001111100011100011110101011000110111011001011100100110001	66	Normal	combo
19	1110100011101110101101000010101001010000000001111100001100011110101011000110111011001011100100110001	66	Normal	combo
19	1110100011101110101101000010101001010000000101111100011100011110101011000110111011001011100100110001	66	Normal	combo
19	1110100011101110101101000010101001010000000001111100011100011110101011000110111011001011100110110001	66	Normal	combo
20	1110100011101110101101000010101001010000100001111100001100011110101011000110111011001011100100110001	67	Normal	combo
20	1110100011101110101101000010101001011000000001111100001100011110101011000110111011001011100100110001	67	Normal	combo
20	1110100011101110101101000010101001010000000101111100011100011110101011000110110011001011100100110001	67	Normal	combo
20	1110100011101110101101000010101001011000000101111100011100011110101011000110111011001011100100110001	67	Normal	combo
20	1110100011101110101101000010101001010000000101111100011100011110101011000110111011001011100100110000	67	Normal	combo
20	1110100011101110001101000010101001010000000001111100011100011110101011000110111011001011100110110001	67	Normal	combo
20	1010100011101110101101000010101001010000000001111100011100011110101011000110111011001011100110110001	67	Normal	combo
20	1110100011101110101101000110101001010000000001111100011100011110101011000110111011001011100110110001	65	Normal	combo
20	1110100011101110101101000010101001000000000001111100011100011110101011000110111011001011100110110001	67	Normal	combo
20	1110100011101110101101000010101001010000000001111100011100011110101011000110111011011011100110110001	67	Normal	combo
21	1110100011101110101101000110101001010000000001111100111100011110101011000110111011001011100110110001	66	Normal	combo
21	1110100011101110101101000110101001010000000001111100001100011110101011000110111011001011100110110001	66	Normal	combo
21	1110100011101110101101000010101001000000000001111100011100011110101011000110111011001011101110110001	68	Normal	combo
21	1110100011101110101101000010101001000000000001111100011100011110101011000110111011001011100010110001	68	Normal	combo
21	1110100011101110101101000110101001000000000001111100011100011110101011000110111011001011100110110001	66	Normal	combo
21	1110100011101110101101000010101001000000000001111100011100011110101011000110111011001011100010110001	68	Normal	combo
21	1110100011101110101101000010101001010000000001111100011100011110101011000110111011011011100111110001	68	Normal	combo
21	1110100011101110101101000010101001010000000001111100011110011110101011000110111011011011100110110001	68	Normal	combo
21	1110100011101110101101000010101001010000000001111000011100011110101011000110111011011011100110110001	68	Normal	combo
21	1110100011101110001101000010101001010000000001111100011100011110101011000110111011011011100110110001	68	Normal	combo
22	1110100111101110101101000010101001010000000001111100011110011110101011000110111011011011100110110001	69	Normal	combo
22	1110100011101110101101000010101001010000000001111100011110011110101011000110111011011011100010110001	69	Normal	combo
22	1110100011101110101101000011101001010000000001111100011110011110101011000110111011011011100110110001	69	Normal	combo
22	1110100011101110101101000010101001010000000001111000011100011110101011000110110011011011100110110001	69	Normal	combo
22	1110100011101110101101000010101001010000000001111000011100011110101011000110011011011011100110110001	67	Normal	combo
22	1110100011101110101101000010101001010000100001111000011100011110101011000110111011011011100110110001	69	Normal	combo
22	1110100011101010101101000010101001010000000001111000011100011110101011000110111011011011100110110001	69	Normal	combo
22	1110100011101110001101000010101001010000000001111100011100011110101011000110110011011011100110110001	69	Normal	combo
22	1110100011101110001101000010101001010000000001111100011100011110101011000110101011011011100110110001	69	Normal	combo
22	1110101011101110001101000010101001010000000001111100011100011110101011000110111011011011100110110001	69	Normal	combo
23	1110100011101110001101000010101001010000000001111100011100011110101011000110101011011011101110110001	70	Normal	combo
23	1110100011101110001101000010101001010000000001111100011110011110101011000110101011011011100110110001	70	Normal	combo
23	1110100011101110001101000010101001010000000001111000011100011110101011000110101011011011100110110001	70	Normal	combo
23	1110100011101110001101000010101101010000000001111100011100011110101011000110101011011011100110110001	70	Normal	combo
23	1110101011101110001101000010101011010000000001111100011100011110101011000110111011011011100110110001	70	Normal	combo
23	1110101011101110001101000010101001010000000001111100011100011110101011000110101011011011100110110001	70	Normal	combo
23	1110101011101110001101000010101001010000000001111100011100011110101011000110111011011010100110110001	68	Normal	combo
23	1110101011101110001101000010101001010000000001111100011100011110101011000110110011011011100110110001	70	Normal	combo
23	1010101011101110001101000010101001010000000001111100011100011110101011000110111011011011100110110001	70	Normal	combo
23	1110101011101110001101000010101001010000000001111100011110011110101011000110111011011011100110110001	70	Normal	combo
24	1010101011101110001101000010101001010000000001111100011100011010101011000110111011011011100110110001	71	Normal	combo
24	1010101111101110001101000010101001010000000001111100011100011110101011000110111011011011100110110001	71	Normal	combo
24	1010101011101110001101000010101011010000000001111100011100011110101011000110111011011011100110110001	71	Normal	combo
24	1010101011101110001101000010101001010000000001111100011100011110101011000110111011011010100110110001	69	Normal	combo
24	1110101011101110001101000010101001010000000001111100011110011110101011000110111011011011100111110001	71	Normal	combo
24	1110101011101110001101000000101001010000000001111100011110011110101011000110111011011011100110110001	71	Normal	combo
